_ep_player,_ep_stat,_ep_tier,_ep_dir,_ep_line,mu,edge_at_pp_line,implied_direction,apply_prior,external_prior_score,bp_market_prob,bp_market_divergence,external_prior_n,external_prior_sources,delta_p
Tyrese Maxey,PTS,STANDARD,OVER,24.5,25.737361884071763,1.2373618840717633,OVER,True,0.6777323197078058,0.4867,0.09557451970675557,3,"bettingpros,oddsapi,rotowire",0.0
Tyrese Maxey,PTS,STANDARD,UNDER,24.5,25.737361884071763,1.2373618840717633,OVER,False,0.0,0.5133,-0.05833953213550025,0,"bettingpros,oddsapi,rotowire",0.0
Jayson Tatum,PRA,DEMON,OVER,54.5,44.9,-9.600000000000001,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Joel Embiid,PRA,DEMON,OVER,49.5,40.0,-9.5,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Jayson Tatum,PRA,DEMON,OVER,49.5,44.9,-4.600000000000001,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Jayson Tatum,PRA,DEMON,OVER,45.5,44.9,-0.6000000000000014,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Joel Embiid,PR,DEMON,OVER,44.5,35.8,-8.700000000000003,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Joel Embiid,PRA,DEMON,OVER,44.5,40.0,-4.5,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Tyrese Maxey,PRA,DEMON,OVER,44.5,38.193396447111915,-6.306603552888085,UNDER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Jayson Tatum,PR,DEMON,OVER,44.5,38.4,-6.100000000000001,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Joel Embiid,PRA,DEMON,OVER,43.5,40.0,-3.5,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Jaylen Brown,PRA,DEMON,OVER,40.5,37.82368048660232,-2.6763195133976794,UNDER,False,0.0,,0.0,0,rotowire,0.0
Jayson Tatum,PRA,STANDARD,OVER,40.5,44.9,4.399999999999999,OVER,True,0.994351401294543,,0.0,1,bettingpros,0.0
Jayson Tatum,PRA,STANDARD,UNDER,40.5,44.9,4.399999999999999,OVER,False,0.0,,0.0,0,bettingpros,0.0
Joel Embiid,PR,DEMON,OVER,40.5,35.8,-4.700000000000003,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Joel Embiid,PA,DEMON,OVER,39.5,31.6,-7.899999999999999,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Joel Embiid,PR,DEMON,OVER,39.5,35.8,-3.700000000000003,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Tyrese Maxey,PA,DEMON,OVER,39.5,33.81045206414356,-5.689547935856439,UNDER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Joel Embiid,PRA,STANDARD,OVER,39.5,40.0,0.5,OVER,True,0.32151273753163434,,0.0,1,bettingpros,0.0
Joel Embiid,PRA,STANDARD,UNDER,39.5,40.0,0.5,OVER,False,0.0,,0.0,0,bettingpros,0.0
Jaylen Brown,PR,DEMON,OVER,39.5,32.94413437436592,-6.555865625634077,UNDER,False,0.0,,0.0,0,rotowire,0.0
Jaylen Brown,PRA,DEMON,OVER,39.5,37.82368048660232,-1.6763195133976794,UNDER,False,0.0,,0.0,0,rotowire,0.0
Jayson Tatum,PRA,GOBLIN,OVER,39.5,44.9,5.399999999999999,OVER,True,0.9985079423323265,,0.0,1,bettingpros,0.0
Tyrese Maxey,PR,DEMON,OVER,39.5,30.73898720907599,-8.76101279092401,UNDER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Jayson Tatum,PR,DEMON,OVER,39.5,38.4,-1.1000000000000014,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Tyrese Maxey,PRA,DEMON,OVER,39.5,38.193396447111915,-1.3066035528880846,UNDER,False,0.0,,0.0,0,"bettingpros,rotowire",0.0
Jayson Tatum,PA,DEMON,OVER,39.5,32.5,-7.0,UNDER,False,0.0,,0.0,0,bettingpros,0.0
Jaylen Brown,PA,DEMON,OVER,39.5,29.986433426860067,-9.513566573139933,UNDER,False,0.0,,0.0,0,rotowire,0.0
Jayson Tatum,PR,DEMON,OVER,38.5,38.4,-0.10000000000000142,UNDER,False,0.0,,0.0,0,bettingpros,0.0
