slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.6259,1.931,1.2087,Luke Kornet,SAS,MIN,PR,OVER,GOBLIN,4.5,0.8059
3-leg,True,0.6259,1.931,1.2087,Naz Reid,MIN,SAS,PRA,UNDER,STANDARD,21.5,0.8474
3-leg,True,0.6259,1.931,1.2087,Andre Drummond,PHI,NYK,REB,UNDER,STANDARD,3.0,0.7997
4-leg,True,0.4056,1.897,0.7696,VJ Edgecombe,PHI,NYK,PA,OVER,GOBLIN,11.5,0.845
4-leg,True,0.4056,1.897,0.7696,Quentin Grimes,PHI,NYK,PTS,OVER,GOBLIN,3.5,0.7749
4-leg,True,0.4056,1.897,0.7696,Mitchell Robinson,NYK,PHI,REB,UNDER,STANDARD,7.0,0.8236
4-leg,True,0.4056,1.897,0.7696,Anthony Edwards,MIN,SAS,PA,UNDER,STANDARD,25.5,0.7929
5-leg,True,0.2123,2.145,0.4553,Keldon Johnson,SAS,MIN,PTS,OVER,GOBLIN,5.5,0.7599
5-leg,True,0.2123,2.145,0.4553,Mikal Bridges,NYK,PHI,PR,OVER,GOBLIN,9.5,0.7318
5-leg,True,0.2123,2.145,0.4553,De'Aaron Fox,SAS,MIN,REB,UNDER,STANDARD,3.5,0.7948
5-leg,True,0.2123,2.145,0.4553,Tyrese Maxey,PHI,NYK,PA,UNDER,STANDARD,31.5,0.7893
5-leg,True,0.2123,2.145,0.4553,Jose Alvarado,NYK,PHI,AST,OVER,DEMON,2.5,0.7416
