slip,high_confidence,hit_prob,payout_mult,ev,player,team,opp,stat,direction,tier,line,p_cal
3-leg,True,0.7663,1.931,1.4796,Jaxson Hayes,LAL,OKC,PTS,OVER,GOBLIN,1.5,0.8934
3-leg,True,0.7663,1.931,1.4796,Ajay Mitchell,OKC,LAL,PA,UNDER,STANDARD,19.5,0.7996
3-leg,True,0.7663,1.931,1.4796,Austin Reaves,LAL,OKC,PR,UNDER,STANDARD,24.5,0.8052
4-leg,True,0.4119,1.897,0.7815,Jaylin Williams,OKC,LAL,REB,OVER,GOBLIN,1.5,0.8865
4-leg,True,0.4119,1.897,0.7815,Jake LaRavia,LAL,OKC,PR,OVER,GOBLIN,4.5,0.8402
4-leg,True,0.4119,1.897,0.7815,Dennis Schröder,CLE,DET,PRA,UNDER,STANDARD,9.5,0.8589
4-leg,True,0.4119,1.897,0.7815,Isaiah Stewart,DET,CLE,PRA,UNDER,STANDARD,8.5,0.7489
5-leg,True,0.1202,2.145,0.2578,Jarrett Allen,CLE,DET,PTS,OVER,GOBLIN,8.5,0.9021
5-leg,True,0.1202,2.145,0.2578,Evan Mobley,CLE,DET,PTS,OVER,GOBLIN,11.5,0.8581
5-leg,True,0.1202,2.145,0.2578,Luguentz Dort,OKC,LAL,REB,UNDER,STANDARD,3.0,0.7833
5-leg,True,0.1202,2.145,0.2578,Cason Wallace,OKC,LAL,RA,UNDER,STANDARD,5.0,0.6847
5-leg,True,0.1202,2.145,0.2578,Javonte Green,DET,CLE,PRA,OVER,DEMON,7.5,0.3773
